timeWindowStart,viewers,readers
2023-11-09T19:00:00,45,25
2025-06-27T20:00:00,8,5
2023-08-25T20:00:00,3,1
2024-02-10T19:00:00,11,5
2024-04-01T20:00:00,84,50
2023-12-01T19:00:00,9,2
2023-12-20T19:00:00,46,27
2024-09-22T20:00:00,17,8
2025-01-05T19:00:00,36,21
2025-03-01T19:00:00,8,2
2023-07-11T20:00:00,40,24
2024-08-16T20:00:00,17,7
2024-04-25T20:00:00,89,46
2025-03-20T20:00:00,45,18
2025-04-08T20:00:00,67,39
2025-07-30T20:00:00,34,16
2025-09-19T20:00:00,4,2
2023-07-09T20:00:00,30,16
2024-01-24T19:00:00,59,33
2024-05-30T20:00:00,75,39
2024-08-09T20:00:00,12,4
2024-10-13T20:00:00,25,11
2025-08-20T20:00:00,38,15
2023-07-17T20:00:00,23,11
2024-02-19T19:00:00,56,35
2024-09-13T20:00:00,11,4
2024-11-12T19:00:00,100,55
2023-04-04T20:00:00,19,8
2023-05-17T20:00:00,30,17
2023-04-19T20:00:00,22,12
2024-07-31T20:00:00,78,35
2023-03-07T19:00:00,25,14
2025-08-15T20:00:00,4,2
2023-04-07T20:00:00,4,3
2025-01-07T19:00:00,50,27
2025-09-03T20:00:00,35,16
2023-06-22T20:00:00,23,14
2024-11-14T19:00:00,65,32
2024-04-22T20:00:00,104,52
2025-02-22T19:00:00,4,3
2023-06-17T20:00:00,4,2
2023-08-21T20:00:00,38,21
2023-11-27T19:00:00,46,30
2024-04-17T20:00:00,95,53
2025-07-22T20:00:00,40,15
2023-09-08T20:00:00,2,1
2025-02-28T19:00:00,7,4
2024-01-14T19:00:00,70,32
2025-06-28T20:00:00,8,2
2025-08-01T20:00:00,8,3
2023-06-05T20:00:00,28,16
2023-10-16T20:00:00,17,10
2024-03-31T20:00:00,66,36
2024-12-24T19:00:00,52,25
2025-05-26T20:00:00,56,28
2023-08-28T20:00:00,28,11
2023-12-07T19:00:00,48,27
2024-08-25T20:00:00,69,41
2024-11-22T19:00:00,2,1
2023-02-07T19:00:00,25,10
2023-04-13T20:00:00,29,22
2024-03-07T19:00:00,73,45
2024-03-26T20:00:00,68,41
2025-08-06T20:00:00,32,17
2023-09-23T20:00:00,5,2
2023-12-08T19:00:00,8,6
2024-01-20T19:00:00,9,5
2025-08-25T20:00:00,33,15
2023-07-05T20:00:00,48,20
2023-09-07T20:00:00,24,15
2024-01-08T19:00:00,28,13
2024-02-29T19:00:00,63,39
2024-07-17T20:00:00,99,43
2024-08-02T20:00:00,14,9
2023-01-20T19:00:00,5,1
2023-11-01T20:00:00,42,31
2025-07-13T20:00:00,34,13
2023-03-03T19:00:00,5,4
2024-08-23T20:00:00,6,5
2023-10-04T20:00:00,31,10
2024-04-07T20:00:00,84,49
2025-01-29T19:00:00,47,27
2025-09-22T20:00:00,14,4
2023-06-30T20:00:00,5,2
2023-07-26T20:00:00,32,14
2025-04-29T20:00:00,52,29
2025-05-05T20:00:00,19,11
2025-08-29T20:00:00,11,2
2024-10-04T20:00:00,13,8
2024-11-17T19:00:00,60,27
2023-11-19T19:00:00,30,13
2025-01-11T19:00:00,6,3
2025-03-13T20:00:00,37,17
2025-08-05T20:00:00,36,17
2023-03-05T19:00:00,25,18
2023-05-28T20:00:00,26,12
2024-11-08T19:00:00,18,13
2025-03-21T20:00:00,8,4
2025-08-28T20:00:00,28,12
2024-01-25T19:00:00,55,22
2024-06-26T20:00:00,73,39
2024-08-12T20:00:00,41,22
2024-06-02T20:00:00,85,51
2024-06-30T20:00:00,83,53
2024-10-23T20:00:00,87,52
2024-11-05T19:00:00,90,54
2025-04-27T20:00:00,24,11
2025-09-12T20:00:00,1,0
2023-09-21T20:00:00,29,15
2024-08-31T20:00:00,15,5
2023-12-19T19:00:00,69,40
2023-06-26T20:00:00,28,11
2023-08-03T20:00:00,40,23
2023-12-25T19:00:00,39,16
2024-05-15T20:00:00,81,41
2024-06-07T20:00:00,6,2
2023-01-10T19:00:00,30,14
2023-03-12T20:00:00,15,7
2024-04-27T20:00:00,9,3
2024-12-01T19:00:00,64,44
2023-07-16T20:00:00,4,1
2024-02-16T19:00:00,12,12
2023-11-26T19:00:00,49,26
2024-02-04T19:00:00,54,32
2024-12-23T19:00:00,41,28
2025-04-09T20:00:00,62,37
2025-05-17T20:00:00,13,4
2025-06-15T20:00:00,34,16
2023-04-09T20:00:00,16,11
2023-09-17T20:00:00,4,1
2025-06-24T20:00:00,54,30
2025-08-14T20:00:00,15,10
2025-03-28T20:00:00,7,2
2024-12-28T19:00:00,6,1
2025-02-11T19:00:00,52,27
2023-01-11T19:00:00,39,19
2023-01-28T19:00:00,4,2
2023-06-10T20:00:00,8,6
2024-05-04T20:00:00,7,2
2025-06-19T20:00:00,43,29
2025-08-22T20:00:00,9,2
2023-04-11T20:00:00,19,11
2023-04-26T20:00:00,27,13
2023-04-29T20:00:00,3,2
2023-08-08T20:00:00,39,22
2024-02-22T19:00:00,22,11
2025-02-24T19:00:00,55,26
2023-12-12T19:00:00,52,33
2024-02-17T19:00:00,25,17
2024-03-19T20:00:00,21,10
2025-08-12T20:00:00,30,16
2025-01-02T19:00:00,12,8
2025-02-23T19:00:00,10,6
2023-05-22T20:00:00,22,15
2024-12-17T19:00:00,37,14
2024-03-04T19:00:00,80,45
2024-10-26T20:00:00,36,16
2024-12-03T19:00:00,59,34
2025-06-10T20:00:00,40,21
2025-06-13T20:00:00,10,3
2023-03-10T19:00:00,5,4
2023-03-31T20:00:00,6,5
2024-08-10T20:00:00,6,3
2024-08-26T20:00:00,91,51
2024-12-11T19:00:00,55,32
2023-01-03T19:00:00,13,8
2024-03-15T20:00:00,16,8
2025-01-21T19:00:00,60,27
2023-01-06T19:00:00,3,3
2024-06-08T20:00:00,22,10
2024-03-01T19:00:00,13,9
2025-02-12T19:00:00,42,24
2025-02-21T19:00:00,7,4
2025-07-23T20:00:00,43,22
2023-06-28T20:00:00,35,14
2024-01-10T19:00:00,70,43
2024-11-15T19:00:00,3,1
2023-03-16T20:00:00,19,13
2024-08-07T20:00:00,59,30
2024-12-16T19:00:00,38,17
2023-12-17T19:00:00,57,40
2024-06-27T20:00:00,60,35
